Assembly District Number,STATEFIP,PUMA,PUMA Description,STATEFIP,STATE_CODE
11,32,00405,Las Vegas City (Southeast) PUMA,32,
4,39,02500,Allen County PUMA,39,
49,48,05307,Austin City (South) PUMA,48,
49,48,05306,Austin City (Central) PUMA,48,
49,48,05302,Austin City (North) PUMA,48,
84,47,03207,Memphis City (Southeast) PUMA,47,
82,26,01701,Genesee (East) & Lapeer Counties PUMA,26,
31,35,00801,Albuquerque City (Far Northeast Heights) PUMA,35,
42,54,01100,"Greenbrier, Nicholas, Summers, Monroe & Pocahontas Counties PUMA",54,
33,54,00600,"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties PUMA",54,
30,26,03003,Macomb County (Southwest)--Sterling Heights City PUMA,26,
81,47,03100,"Tipton, Fayette & Lauderdale Counties PUMA",47,
72,47,02900,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties PUMA",47,
21,47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",47,
15,47,01603,Knoxville City PUMA,47,
19,06,07506,San Francisco County (South Central)--Sunset District (South) PUMA,06,
19,06,07505,San Francisco County (Central)--Sunset District (North) PUMA,06,
19,06,07501,San Francisco County (North & West)--Richmond District PUMA,06,
47,06,07106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities PUMA",06,
47,06,07110,San Bernardino County (Southwest)--Fontana City (East) PUMA,06,
47,06,07109,San Bernardino County (Southwest)--Rialto City PUMA,06,
78,06,07316,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park) PUMA,06,
78,06,07310,San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA,06,
100,26,00600,"Newaygo, Mason, Oceana & Lake Counties PUMA",26,
58,36,04010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",36,
53,06,03742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUMA",06,
53,06,03744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUMA,06,
53,06,03733,Los Angeles County (Central)--LA City (Central/Koreatown) PUMA,06,
86,36,03707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",36,
35,42,01805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough PUMA",42,
117,42,00702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA,42,
68,26,01802,Ingham County (Northwest) PUMA,26,
28,36,04111,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,36,
28,36,04110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",36,
28,36,04108,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,36,
109,36,02002,Albany County (Outside Albany City) PUMA,36,
109,36,02001,Albany County (East Central)--Albany City PUMA,36,
112,36,01802,Saratoga County (Outer) PUMA,36,
50A,27,01410,Hennepin County--Bloomington & Richfield Cities PUMA,27,
20B,27,02300,"Rice, Goodhue & Le Sueur Counties PUMA",27,
149,36,01206,Erie County (West Central)--Buffalo City (West) PUMA,36,
35,36,04102,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,36,
67,51,59309,Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUMA,51,
19,36,03205,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,36,
19,36,03204,Nassau County (West Central)--North Hempstead Town (South) PUMA,36,
74,36,03808,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",36,
53,26,02702,Washtenaw County (East Central)--Ann Arbor City Area PUMA,26,
34,26,01703,Genesee County (Central)--Flint City Area PUMA,26,
34,26,01702,"Genesee County (Central, Outside Flint City) PUMA",26,
11,36,03313,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,36,
53,42,03102,Montgomery County (Northeast)--Lansdale Borough PUMA,42,
45,06,03724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA,06,
45,06,03725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA",06,
45,06,03705,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch) PUMA,06,
34,37,01202,Raleigh City (North) PUMA,37,
44,42,01801,Allegheny County (West) PUMA,42,
67B,27,01303,Ramsey County (Southeast)--St. Paul City (East) PUMA,27,
40,26,02906,Oakland County (Central)--Birmingham & Bloomfield Area PUMA,26,
16,54,00800,"Cabell, Wayne & Mason Counties--Huntington City PUMA",54,
52,51,51246,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA",51,
52,36,04005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",36,
61,36,03903,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",36,
140,36,01201,Erie County (Northwest) PUMA,36,
3,06,10100,Sutter & Yuba Counties--Yuba City PUMA,06,
3,06,00702,Butte County (Southeast)--Oroville City & Paradise Town PUMA,06,
3,06,01100,"Colusa, Glenn, Tehama & Trinity Counties PUMA",06,
63,06,03763,Los Angeles County (South Central)--Long Beach City (North) PUMA,06,
63,06,03756,Los Angeles County (Southeast)--Bellflower & Paramount Cities PUMA,06,
63,06,03752,Los Angeles County (South)--South Gate & Lynwood Cities PUMA,06,
24,06,08501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA",06,
24,06,08502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA,06,
24,06,08104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA,06,
24,06,08106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA",06,
181,42,03207,Philadelphia City (Central) PUMA,42,
136,42,02901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities PUMA,42,
54,06,03747,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills) PUMA,06,
54,06,03729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles) PUMA,06,
59,26,02200,St. Joseph & Branch Counties PUMA,26,
17,05,01700,"Jefferson, Grant & Arkansas (Northwest) Counties PUMA",05,
5,20,01400,East Central Kansas PUMA,20,
138,42,02902,Northampton County (North) PUMA,42,
19,26,03202,Wayne County (North Central)--Livonia City & Redford Charter Township PUMA,26,
67,26,01801,Ingham County (South & East) PUMA,26,
50,12,09509,Orange County (Southeast) PUMA,12,
50,12,09510,Orange County (Northeast) PUMA,12,
50,12,00901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities PUMA",12,
14,36,03209,Nassau County (Central)--Hempstead Town (East Central) PUMA,36,
104,37,03104,Charlotte City (South) PUMA,37,
86,48,00300,Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA,48,
27,20,00604,Johnson County (Southeast)--Blue Valley Region PUMA,20,
105,36,02802,Dutchess County (Southwest) PUMA,36,
105,36,02801,Dutchess County (North & East) PUMA,36,
37,36,04109,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,36,
56,39,00801,Lorain County (North)--Elyria & Lorain Cities PUMA,39,
39,02,00400,Subsistence Alaska PUMA,02,
8,02,00200,Matanuska-Susitna & Kenai Peninsula Boroughs PUMA,02,
62,40,00601,Comanche County (Central)--Lawton City PUMA,40,
40,41,01318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities PUMA",41,
59,13,01007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA,13,
53,17,03419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA,17,
155,42,03403,Chester County (West Central)--Coatesville City PUMA,42,
155,42,03401,Chester County (North)--Phoenixville Borough PUMA,42,
50,09,01500,Windham County PUMA,09,
70,37,03600,Randolph County PUMA,37,
13th Suffolk,25,03303,Boston City--Dorchester & South Boston PUMA,25,
38,26,02905,Oakland County (Southwest) PUMA,26,
66,06,03761,Los Angeles County (South Central)--Torrance City PUMA,06,
66,06,03758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens PUMA",06,
66,06,03760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities PUMA",06,
38,06,11101,Ventura County (Southeast)--Simi Valley City PUMA,06,
38,06,03702,Los Angeles County (Northwest)--Santa Clarita City PUMA,06,
2,06,09701,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA",06,
2,06,03300,Lake & Mendocino Counties PUMA,06,
2,06,02300,Humboldt County PUMA,06,
46,53,11602,Seattle City (Northeast) PUMA,53,
46,53,11606,"King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities PUMA",53,
11,19,01900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",19,
68,36,03804,NYC-Manhattan Community District 11--East Harlem PUMA,36,
46,23,00700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA,23,
7,36,03309,Suffolk County (Central)--Islip Town (East) PUMA,36,
7,36,03311,Suffolk County (Southwest)--Islip Town (South) PUMA,36,
89,26,00801,Ottawa County (West) PUMA,26,
95,26,01500,Saginaw County PUMA,26,
74,13,05002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA,13,
17,55,41002,Milwaukee City (North Central) PUMA,55,
30,04,00122,Phoenix City--Maryvale (East) PUMA,04,
87,39,02800,"Marion, Knox & Morrow Counties PUMA",39,
87,39,02300,"Seneca, Crawford & Wyandot Counties PUMA",39,
137,36,00903,Monroe County (Central)--Rochester City (West) PUMA,36,
137,36,00902,Monroe County (Central)--Rochester City (East) PUMA,36,
9,36,03208,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,36,
9,36,03312,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,36,
107,17,00501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA",17,
86,17,03102,Will County (West Central)--Joliet & Troy Townships PUMA,17,
7,17,03407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA",17,
12,41,00704,Lane County (East Central)--Eugene (Northeast) & Springfield Cities PUMA,41,
165,42,03301,Delaware County (North)--Broomall & Ardmore (West) PUMA,42,
76,17,02400,LaSalle County PUMA,17,
163,42,03302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill PUMA",42,
51,47,02503,Nashville-Davidson (Central) PUMA,47,
44,17,03417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships PUMA,17,
15,17,03504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA",17,
46,06,03722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA,06,
46,06,03723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA,06,
38B,27,01301,"Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities PUMA",27,
27,16,00900,Twin Falls & Cassia Counties--Twin Falls City PUMA,16,
33,15,00306,Honolulu County--Moanalua to Pearl City PUMA,15,
36,15,00307,Honolulu County--Central Oahu PUMA,15,
12,17,03502,Chicago City (North)--Lake View & Lincoln Park PUMA,17,
103,17,02100,Champaign County--Champaign & Urbana Cities PUMA,17,
HD-078,45,00604,Richland County (Central)--Columbia City PUMA,45,
79,17,02300,Kankakee County PUMA,17,
129,29,01300,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA",29,
33,49,35004,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities PUMA",49,
105,48,02320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA,48,
105,48,02321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,48,
55,47,02505,Nashville-Davidson (Southwest) PUMA,47,
47,18,02400,Johnson County--Greenwood City PUMA,18,
22,41,01103,"Marion County (West Central)--Salem (North), Keizer Cities & Hayesville PUMA",41,
8,19,00600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties PUMA",19,
8,19,00200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",19,
22,19,02100,Southwest Iowa--Council Bluffs City PUMA,19,
31A,27,01101,"Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities PUMA",27,
9,17,03523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA",17,
9,17,03524,"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA",17,
99,17,01300,Sangamon County--Springfield City PUMA,17,
27,15,00305,Honolulu County--Nuuanu to Kalihi PUMA,15,
32,34,00703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA",34,
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34,
20,17,03422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA",17,
20,17,03420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA",17,
25,17,03529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA",17,
48,51,01301,Arlington County (North) PUMA,51,
35,34,00400,Passaic County (Southeast)--Paterson City PUMA,34,
20,21,00500,Barren River Area Development District (Central)--Warren County PUMA,21,
81,17,03204,DuPage County (Southeast)--Downers Grove Township PUMA,17,
92,18,02304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA,18,
10,08,00803,Boulder County (Central)--Boulder City PUMA,08,
19,09,00303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA",09,
39,15,00308,Honolulu County--Ewa PUMA,15,
24,15,00304,Honolulu County--Tantalus to Waikiki PUMA,15,
22,34,01903,Union County (Southwest)--Plainfield City & Westfield Town (South) PUMA,34,
22,34,01904,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South) PUMA",34,
15,34,02301,Mercer County (West Central)--Trenton City PUMA,34,
15,34,02302,Mercer County (North)--Princeton Borough PUMA,34,
71,05,01300,"Pope, Johnson, Yell, Conway & Perry Counties PUMA",05,
64,09,00500,Litchfield County PUMA,09,
32,17,03528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA",17,
83,17,03005,Kane County (Southeast)--Aurora Township PUMA,17,
22,17,03527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA",17,
5,17,03525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA",17,
35,08,00805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA,08,
17,12,10900,St. Johns County (North) PUMA,12,
43,12,09701,Osceola County (West) PUMA,12,
103,12,08601,Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA,12,
103,12,01112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA,12,
120,29,01500,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA",29,
67,29,01801,St. Louis County (Northeast) PUMA,29,
33,34,00601,Hudson County (Central)--Jersey City (North) PUMA,34,
33,34,00702,Hudson County (Northeast)--Union City & Hoboken Cities PUMA,34,
97,12,01101,Broward County (West)--Coral Springs & Parkland Cities PUMA,12,
108,12,08611,Miami-Dade County (Northeast Central)--Miami City (North) PUMA,12,
3,04,00207,Tucson City (Northwest) PUMA,04,
4,34,02103,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA,34,
33,37,01201,Raleigh City (South & Central) PUMA,37,
80,29,01902,St. Louis City (South) PUMA,29,
38,34,00307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA",34,
38,34,00304,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough PUMA",34,
29,29,01002,Jackson County (North Central) PUMA,29,
99,37,03107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA,37,
98,12,01110,Broward County (Central)--Davie Town & Cooper City PUMA,12,
98,12,01106,Broward County (Central)--Plantation & Sunrise Cities PUMA,12,
66,12,10305,Pinellas County (West Central)--Greater Seminole City PUMA,12,
83,12,11102,St. Lucie County (South) PUMA,12,
112,12,08615,Miami-Dade County (East Central)--Miami City (West) PUMA,12,
55,18,02600,"Wayne, Fayette, Rush & Union Counties PUMA",18,
33,21,01703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA,21,
81,12,09909,Palm Beach County (West of Boca Raton City) PUMA,12,
81,12,09910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA,12,
81,12,09911,Palm Beach County (West)--Glades & Western Communities PUMA,12,
90,12,09906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA,12,
90,12,09905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA",12,
15,29,00902,"Kansas City (North Central), Gladstone City & North Kansas City PUMA",29,
17,22,00400,North Delta Regional Planning & Development District 1--Ouachita Parish PUMA,22,
102,22,02402,Regional Planning Commission 8--New Orleans City (South) PUMA,22,
35,18,01900,Madison County--Anderson City PUMA,18,
36,12,10103,Pasco County (Gulf Coast) PUMA,12,
67,12,10304,Pinellas County (Central)--Greater Largo City PUMA,12,
67,12,10303,Pinellas County (Central)--Clearwater City (South & Central) PUMA,12,
111,12,08610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA,12,
111,12,08609,Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA,12,
28,04,00117,Phoenix City (East) PUMA,04,
28,04,00110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA,04,
28,04,00113,Phoenix City (Northeast) PUMA,04,
28,04,00114,Phoenix City (Northeast Central) PUMA,04,
64,23,00600,Androscoggin County PUMA,23,
154,29,02500,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA",29,
44,12,09503,Orange County (Southwest)--Disney-International Drive Region PUMA,12,
16,12,03105,Duval County (Southeast)--Jacksonville City (Southeast) PUMA,12,
16,12,03106,Duval County (South Central)--Jacksonville City (Southeast River) PUMA,12,
20,04,00125,Phoenix City (West) PUMA,04,
20,04,00115,Phoenix City (Northwest Central) PUMA,04,
20,04,00126,Maricopa County--Glendale City (North) PUMA,04,
14,04,00900,Cochise & Santa Cruz Counties--Sierra Vista City PUMA,04,
14,04,00205,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town PUMA,04,
14,04,00204,Pima County (Northeast) PUMA,04,
46,21,01705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA,21,
75,21,01901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA,21,
60,21,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,21,
53,21,01600,KIPDA Area Development District (Southeast) PUMA,21,
53,21,02000,Bluegrass Area Development District (West) PUMA,21,
81,18,01001,Allen County (Central)--Fort Wayne City (South) PUMA,18,
28,21,01706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA,21,
2,12,03302,Escambia County (South) PUMA,12,
55,12,09300,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties PUMA",12,
55,12,11101,St. Lucie County (North) PUMA,12,
12,04,00100,Maricopa County--Gilbert (South) & Queen Creek Towns PUMA,04,
12,04,00105,Maricopa County--Gilbert Town (North) PUMA,04,
18,04,00108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities PUMA,04,
79,48,03302,El Paso City (East) PUMA,48,
43,22,01201,Acadiana Regional Development District 4--Lafayette Parish (South) PUMA,22,
92,12,01105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA",12,
92,12,01104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA,12,
92,12,01103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA",12,
109,12,08613,Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA,12,
109,12,08606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview PUMA",12,
28,18,02200,Hendricks County PUMA,18,
61,18,02800,Monroe County--Bloomington City PUMA,18,
29,18,01803,Hamilton County (East)--Noblesville City & Fishers Town (East) PUMA,18,
29,38,00200,East Central North Dakota--Jamestown City PUMA,38,
137,29,02601,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA",29,
124,29,01400,"Pulaski, Camden, Miller & Morgan Counties PUMA",29,
8,46,00400,Jackrabbit Region PUMA,46,
3,18,00102,Lake County (Northeast)--Gary City & Griffith Town PUMA,18,
46,18,01700,Vigo County--Terre Haute City PUMA,18,
50,08,00300,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA",08,
14,18,00103,Lake County (Central) PUMA,18,
68,12,10307,Pinellas County (Southeast)--St. Petersburg City (East) PUMA,12,
68,12,10306,Pinellas County (Central)--Greater Pinellas Park City PUMA,12,
110,12,08607,Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA,12,
46,12,09506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA,12,
44,18,02100,"Morgan, Putnam & Brown Counties PUMA",18,
18,10,00103,New Castle County (West Central)--Newark City & Brookside PUMA,10,
59,18,02900,Bartholomew & Jackson Counties--Columbus City PUMA,18,
61,12,05701,Hillsborough County (Central)--Tampa City (Central) PUMA,12,
29,12,11701,Seminole County (West) PUMA,12,
29,12,11702,Seminole County (North Central) PUMA,12,
30,37,01302,Durham County (North)--Durham City (North) PUMA,37,
22,38,00500,Cass County--Fargo City PUMA,38,
32,29,01003,Jackson County (East) PUMA,29,
42,37,05003,Cumberland County (West)--Fayetteville City (West) PUMA,37,
45,12,09502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA",12,
34,21,01702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA,21,
94,18,02301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest) PUMA,18,
13,12,03103,Duval County (North Central)--Jacksonville City (Arlington) PUMA,12,
54,12,06100,Indian River County PUMA,12,
135,36,00901,Monroe County (East) PUMA,36,
3,26,03210,Detroit City (Northeast) PUMA,26,
20,18,00300,LaPorte County PUMA,18,
61,26,02102,Kalamazoo County (Central)--Kalamazoo & Portage Cities Area PUMA,26,
37,08,00808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA,08,
38,08,00820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine PUMA",08,
31,34,00602,Hudson County (Central)--Jersey City (South) PUMA,34,
185,42,03210,Philadelphia City (Southwest) PUMA,42,
36,21,01704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA,21,
77,21,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,21,
177,42,03203,Philadelphia City (Near Northeast-East) PUMA,42,
50,18,00900,"Huntington, Whitley, Adams & Wells Counties PUMA",18,
23,26,03206,Wayne County (Southeast)--Downriver Area (South) PUMA,26,
23,26,03205,Wayne County (Southwest) PUMA,26,
98,26,01400,Bay & Midland Counties PUMA,26,
8,26,03208,Detroit City (Northwest) PUMA,26,
23,36,04114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",36,
23,36,04113,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,36,
125,36,02300,Tompkins County PUMA,36,
22,18,00800,Kosciusko & Marshall Counties PUMA,18,
27,18,01200,Tippecanoe County--Lafayette & West Lafayette Cities PUMA,18,
27,18,01100,"Montgomery, Clinton, White, Carroll & Benton Counties PUMA",18,
6,36,03310,Suffolk County (Central)--Islip Town (Northwest) PUMA,36,
46,36,04018,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,36,
46,36,04013,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,36,
18,08,04102,El Paso County (West Central)--Colorado Springs City (West) PUMA,08,
91,42,03701,Adams & Franklin (Southeast) Counties PUMA,42,
28,47,02001,Chattanooga City (South & Central) PUMA,47,
28,47,02002,Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA,47,
49,18,00500,Elkhart County--Elkhart & Goshen Cities PUMA,18,
73,26,01004,Kent County (North) PUMA,26,
88,26,00802,Ottawa County (East) PUMA,26,
85,26,01704,Genesee (West) & Shiawassee Counties PUMA,26,
68,22,01500,Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA,22,
22,26,03005,"Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area PUMA",26,
5,26,03212,Detroit City (Southwest) PUMA,26,
86,26,01003,Kent County (Southeast) PUMA,26,
145,36,01101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,36,
66,36,03810,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",36,
144,36,01102,Niagara County (North & East) PUMA,36,
3,08,00811,Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA,08,
37,26,02907,Oakland County (South Central)--Farmington & Southfield Area PUMA,26,
18,36,03206,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,36,
20,36,03212,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,36,
21,36,03210,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,36,
21,36,03211,Nassau County (West Central)--Hempstead Town (West Central) PUMA,36,
75,36,03807,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",36,
56,36,04003,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,36,
43,36,04011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",36,
43,36,04006,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,36,
40,36,04103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",36,
69,36,03806,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,36,
83,22,02302,Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA,22,
139,36,01000,Genesee & Orleans Counties PUMA,36,
36,36,04101,NYC-Queens Community District 1--Astoria & Long Island City PUMA,36,
55,36,04007,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,36,
24,32,00101,Washoe County (South Central)--Reno City PUMA,32,
20,06,00107,Alameda County (Central)--Hayward City PUMA,06,
20,06,00106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",06,
21,06,04701,Merced County (West & South)--Los Banos & Livingston Cities PUMA,06,
21,06,04702,Merced County (Northeast)--Merced & Atwater Cities PUMA,06,
21,06,09901,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA",06,
21,06,09904,Stanislaus County (Central)--Modesto City (East) PUMA,06,
21,06,09902,Stanislaus County (Central)--Modesto City (West) PUMA,06,
43,06,03732,Los Angeles County (Central)--LA City (East Central/Hollywood) PUMA,06,
43,06,03720,Los Angeles County (Central)--Burbank City PUMA,06,
43,06,03719,Los Angeles County (Central)--Glendale City PUMA,06,
80,22,02301,Regional Planning Commission 4--Jefferson Parish (Central) PUMA,22,
131,42,02802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA,42,
39,18,01802,Hamilton County (Central)--Carmel City & Fishers Town (West) PUMA,18,
2,10,00101,New Castle County (East Central)--Wilmington City PUMA,10,
16,18,00700,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA",18,
15,08,04101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA,08,
77,26,01001,Kent County (Southwest) PUMA,26,
145,23,00100,Northeast Maine--Aroostook & Washington Counties PUMA,23,
28,26,03006,Macomb County (Southwest)--Warren & Center Line Cities PUMA,26,
57,26,02500,Lenawee & Hillsdale Counties PUMA,26,
32,26,03100,St. Clair County PUMA,26,
